# STRING,ENGLISH,SIMPLIFIED CHINESE
STR_GRF_NAME,China Set: Trains {VERSION_STRING},中国包：火车 {VERSION_STRING}
STR_JINWEN_GREEN_WIDE,"{BLACK} - {DKGREEN}""Gaozu Green"" {BLACK}livery of Jinhua-Wenzhou Railway Company With Wide Windows",{BLACK} - 金温铁路涂装的{DKGREEN}刷绿版本宽窗版
STR_XIYAN,{BLACK} - Xi'An-Yan'an Railway Livery,{BLACK} - 西延铁路涂装
STR_DACHENG,{BLACK} - Dazhou-Chengdu Railway Livery,{BLACK} - 达成铁路涂装
STR_NANHU,"{BLACK} - {RED}""South Lake - 1921"" {BLACK}Tourist Train","{BLACK} - {RED}""南湖-1921"" {BLACK}旅游列车"
STR_GAOZU_GREEN,"{BLACK} - {DKGREEN}""Gaozu Green"" {BLACK}(unfinished except 25T)","{BLACK} - {DKGREEN}""高阻绿"" {BLACK}"
STR_GAOZU_GREEN_BSP,"{BLACK} - {DKGREEN}""Gaozu Green"" {BLACK}livery of BSP25T","{BLACK} - BSP25T 的{DKGREEN}""高阻绿"" {BLACK}涂装"
STR_BSP25T,{BLACK} - Made by BSP,{BLACK} - BSP制造
STR_25T_HK,{BLACK} - Used in Guangzhou-Kowloon Railway version,{BLACK} - 广九直通车版本
STR_25T_HK_GREEN,"{BLACK} - {DKGREEN}""Gaozu Green"" {BLACK}livery of 25T used in Guangzhou-Kowloon Railway",{BLACK} - 广九直通车的刷{DKGREEN}绿{BLACK}涂装
STR_25T_HK_SPECIAL,{BLACK} - Used in Guangzhou-Kowloon Railway version with Facilities for the Disabled,{BLACK} - 广九直通车带残疾人设施版本
STR_25T_HK_SPECIAL_GREEN,"{BLACK} - {DKGREEN}""Gaozu Green"" {BLACK}livery of 25T used in Guangzhou-Kowloon Railway with Facilities for the Disabled",{BLACK} - 广九直通车带残疾人设施的刷{DKGREEN}绿{BLACK}涂装
STR_HK_LTBLUE,"{LTBLUE} - Light Blue Version {BLACK}Used in Guangzhou-Kowloon Railway","{BLACK} - 广九铁路{LTBLUE}天蓝色{BLACK}涂装"
STR_HK_CREAM_DKBLUE,"{CREAM}Cream and {BLUE}Dark Blue {BLACK}Version Used in Guangzhou-Kowloon Railway","{BLACK} - 广九铁路{CREAM}米黄色{BLUE}深蓝色{BLACK}涂装"
STR_QINGZANG_LOCO,{BLACK} - Qinghai-Tibet Railway Livery,{BLACK} - {DKGREEN}青藏铁路涂装
STR_QINGZANG,{BLACK} - Qinghai-Tibet Railway Livery (Made in China),{BLACK} - {DKGREEN}青藏铁路涂装 (国产)
STR_QINGZANG_BSP,{BLACK} - Qinghai-Tibet Railway Livery (Made by BSP),{BLACK} - {DKGREEN}青藏铁路涂装 (BSP)
STR_WRU,{BLACK} - Wuhan Railway Vocational College of Technology Livery,{BLACK} - 武汉铁路技术学院涂装
STR_BEIJING2SHANGHAI,{BLACK} - Beijing-Shanghai Express Train Livery {CREAM}Cream-{BROWN}-Brown,{BLACK} - 北京至上海13/14次直快涂装
STR_LONGQINGXIA,"{BLACK} - ""Longqingxia"" Livery",{BLACK} - 龙庆峡号涂装
STR_BEIJING2SHANGHAIALT,{BLACK} - Beijing-Shanghai Express Train Livery {BLUE}Blue-{WHITE}-White,{BLACK} - 北京至上海21/22次直快涂装
STR_93_94,{BLACK} - Dalian-Changchun No.93/94 Train Livery,{BLACK} - 大连至长春93/94次列车涂装
STR_RESCUE,{BLACK} - Wrecker Livery,{BLACK} - 救援涂装
STR_PANGANG,{YELLOW} - PANGANG Livery,{YELLOW} - 攀钢号涂装
STR_JINGTONG,{BLACK} - Beijing-Tongzhou Livery,{BLACK} - 京通号涂装
STR_CHANGZHUTAN,{BLACK} - ChangSha-ZhuZhou-XiangTan Livery,{BLACK} - 长株潭涂装
STR_TIANFU,{BLACK} - Tianfu (Chengdu) Livery,{BLACK} - 成都天府号涂装
STR_TIANFU_GREEN,{BLACK} - Tianfu (Chengdu) Livery with green stripes,{BLACK} - 成都天府号涂装，带绿色条带
STR_GUANGZHU,{BLACK} - Guangzhou-Zhuhai Livery,{BLACK} - 广珠城际涂装
STR_ZHENGJIAO,{BLACK} - Zhengzhou-Jiaozuo Livery,{BLACK} - 郑焦城际涂装
STR_ZHUJI,{BLACK} - Zhuhai-Airport Livery,{BLACK} - 珠机城际涂装
STR_ZHUSANJIAO_BLUE,"{BLACK} - Pearl River Delta Intercity Railway, Blue",{BLACK} - 珠三角城际涂装(蓝)
STR_ZHUSANJIAO_ORANGE,"{BLACK} - Pearl River Delta Intercity Railway, Orange",{BLACK} - 珠三角城际涂装(橙)
STR_JINSHAN,{BLACK} - Shanghai-Jinshan Livery,{BLACK} - 金山铁路涂装
STR_GUANGQING,{BLACK} - Guangzhou-Qingyuan Livery,{BLACK} - 广清城际涂装
STR_FOSHAN,{BLACK} - Foshan Livery,{BLACK} - 佛肇城际涂装
STR_XIAOYONG,{BLACK} - XiaoYong Livery,{BLACK} - 萧甬铁路涂装
STR_HUAIMI,{BLACK} - HuaiMi Livery,{BLACK} - 怀密号涂装
STR_JINTAI,{BLACK} - JinTai Livery,{BLACK} - 金台铁路涂装
STR_LIANYUNGANG,{BLACK} - LianYunGang Livery,{BLACK} - 连云港铁路涂装
STR_YANGQUAN,{BLACK} - YangQuan Livery,{BLACK} - 阳泉铁路涂装
STR_INTERNATIONAL,{BLACK} - International Transport Livery,{BLACK} - 国际联运涂装
STR_INTERNATIONAL_USSR,{BLACK} - International Transport With Soviet Union Livery,{BLACK} - 对苏国际联运涂装
STR_INTERNATIONAL_RU,{BLACK} - International Transport With Russia Livery,{BLACK} - 对俄国际联运涂装
STR_INTERNATIONAL_MN,{BLACK} - International Transport With Mongolia Livery,{BLACK} - 对蒙国际联运涂装
STR_INTERNATIONAL_RU_MN,{BLACK} - {BLACK} - International Transport With Russia and Mongolia Livery,{BLACK} - 对俄/蒙国际联运涂装
STR_INTERNATIONAL_DPRK,{BLACK} - International Transport With DPRK Livery,{BLACK} - 对朝国际联运涂装
STR_INTERNATIONAL_VN,{BLACK} - International Transport With Vietnam Livery,{BLACK} - 对越国际联运涂装
STR_INTERNATIONAL_KZ,{BLACK} - International Transport With Kazakhstan Livery,{BLACK} - 对哈国际联运涂装
STR_INTERNATIONAL_VN_KZ,{BLACK} - International Transport With Vietnam and Kazakhstan Livery,{BLACK} - 对越/哈国际联运涂装
STR_INTERNATIONAL_VN_KZ_GREEN,{BLACK} - {BLACK}International Transport With Vietnam and Kazakhstan Livery {DKGREEN}"Gaozu Lv" {BLACK}Version,{BLACK} - {BLACK}对越/哈国际联运{DKGREEN}高祖绿{BLACK}涂装
STR_ASIAGAME,{BLACK} - {PURPLE}The 19th Asian Games Hangzhou {BLACK}Livery,"{BLACK} - {PURPLE}杭州亚运会""润泽江南""{BLACK}涂装"
STR_WINTER_OLYMPIC,{BLACK} - {LTBLUE}The XXIV Olympic Winter Games {BLACK}Livery,"{BLACK} - {LTBLUE}北京冬奥会""瑞雪迎春""{BLACK}涂装"
STR_HXD3D1893,"{BLACK}{RED} - HXD3D-1893 {GOLD}""Mao Zedong""","{BLACK}{RED} - HXD3D-1893 {GOLD}""毛泽东号"""
STR_HXD1D1898,"{BLACK}{RED} - HXD1D-1893 {GOLD}""Zhou Enlai""","{BLACK}{RED} - HXD1D-1898 {GOLD}""周恩来号"""
STR_HXD3D1886,"{BLACK}{RED} - HXD3D-1886 {GOLD}""Zhu De""","{BLACK}{RED} - HXD3D-1886 {GOLD}""朱德号"""
STR_HXD3D1921,"{BLACK}{RED} - HXD3D-1921 {GOLD}""Communist""","{BLACK}{RED} - HXD3D-1921 ""共产党员号"""
STR_FXN3C0001,"{BLACK}{RED} - FXN3C-0001 {GOLD}"" Communist Youth League Member""","{BLACK}{RED} - FXN3C-0001 ""共青团员号"""
STR_OG,{ORANGE} - Gray Door Orange Livery,{ORANGE} - 灰色门橘色涂装
STR_OO,{ORANGE} - Orange Door Orange Livery,{ORANGE} - 橘色门橘色涂装
STR_WHITEURUMQI,{ORANGE} - Urumqi Bureau White Low Door Livery,{ORANGE} - 乌鲁木齐局白色低开门涂装
STR_KUITUN,{WHITE} - Urumqi{LTBLUE}-Kuitun {RED}Livery,{WHITE} - 乌鲁{LTBLUE}木齐{RED}-奎屯{BLACK}涂装
STR_K35K36,{BLACK} - Beijing-Jinan K35-K36 Livery,{BLACK} - 北京-济南K35-K36次涂装
STR_BEIDAIHE,{ORANGE} - Beidaihe Livery,{ORANGE} - 北戴河号涂装
STR_JINAN2,{ORANGE} - Jinan Railway Bureau,{ORANGE} - 济南铁路局
STR_TAIYUAN,{ORANGE} - Taiyuan Railway Bureau,{ORANGE} - 太原铁路局
STR_CHANGSHA2,{ORANGE} - Changsha Passenger Depot,{ORANGE} - 长沙客运段
STR_CHANGSHA_SHENZHEN,{ORANGE} - Changsha-Shenzhen Livery,{ORANGE} - 长沙-深圳涂装
STR_ZHENGZHOU2,{ORANGE} - Zhengzhou Railway Bureau,{ORANGE} - 郑州铁路局
STR_BAOTOU,{WHITE} - Baotou Passenger {RED}Depot,{WHITE} - 包头客运{RED}段{BLACK}涂装
STR_JN_XZ,{WHITE} - Jinan and {BLUE}Xuzhou Passenger {RED}Depot,{WHITE} - 济南和{BLUE}徐州客运{RED}段{BLACK}涂装
STR_QINGDAO,{GRAY} - Qingdao {RED}Passenger {BLUE}Depot,{GRAY} - 青岛{RED}客{BLUE}运{WHITE}段{BLACK}涂装
STR_SY_JL_COLD,{DKGREEN} - Shenyang and Jilin Passenger Depot (Cold-region Version),{DKGREEN} - 沈阳和吉林客运段{BLACK}涂装 (高寒版)
STR_DALIAN_COLD,{GOLD} - Dalian {BLUE}Passenger {RED}Depot (Cold-region Version),{GOLD} - 大连{BLUE}客运{RED}段{BLACK}涂装 (高寒版)
STR_CHANGCHUN_COLD,{BLUE} - Changchun {WHITE}Passenger {RED}Depot (Cold-region Version),{BLUE} - 长春{WHITE}客运{RED}段{BLACK}涂装 (高寒版)
STR_HARBIN_COLD,{BLUE} - Harbin {WHITE}Passenger {RED}Depot (Cold-region Version),{BLUE} - 哈尔{WHITE}滨客{RED}运段{BLACK}涂装 (高寒版)
STR_MTK_KMS_COLD,{BLUE} - Mutankiang and {WHITE}Kiamusze {GOLD}Passenger Depot (Cold-region Version),{BLUE} - 牡丹江和{WHITE}佳木斯{GOLD}客运段{BLACK}涂装 (高寒版)
STR_NENGYEQING48,"{BLACK} - {LTBLUE}""Little Bear of Neng-Yeqing"" {BLACK}Livery","{BLACK} - {LTBLUE}""能也庆的小熊"" {BLACK}涂装"
STR_JIXI,{BLACK} - Jixi Coal Mine Livery,{BLACK} - 鸡西煤矿涂装
STR_DF8_ORIGINAL,{BLACK} - {BLUE}China Raiway Blue Livery,{BLACK} - {BLUE}国铁蓝色涂装
STR_DF8_LT,{BLACK} - {BLUE}Rio {YELLOW}Tinto {BLUE}Group {YELLOW}Livery,{BLACK} - {BLUE}力拓{YELLOW}公司{GOLD}涂装
# Decay,,
STR_COMFORT_VERY_LOW,{BLACK}Comfort: {RED}Very low ({COMMA}),{BLACK}舒适度：{RED}极低（{COMMA}）
STR_COMFORT_LOW,{BLACK}Comfort: {ORANGE}Low ({COMMA}),{BLACK}舒适度：{ORANGE}较低（{COMMA}）
STR_COMFORT_MEDIUM,{BLACK}Comfort: {YELLOW}Medium ({COMMA}),{BLACK}舒适度：{YELLOW}一般（{COMMA}）
STR_COMFORT_HIGH,{BLACK}Comfort: {GREEN}High ({COMMA}),{BLACK}舒适度：{GREEN}较高（{COMMA}）
STR_COMFORT_VERY_HIGH,{BLACK}Comfort: {BLUE}Very high ({COMMA}),{BLACK}舒适度：{BLUE}很高（{COMMA}）
STR_COMFORT_EXTREMELY_HIGH,{BLACK}Comfort: {WHITE}Extremely high ({COMMA}),{BLACK}舒适度：{WHITE}极高（{COMMA}）
STR_FRESHNESS_VERY_LOW,{BLACK}Cargo age period factor: {RED}Very low ({COMMA}),{BLACK}货物贬值周期因子：{RED}极低（{COMMA}）
STR_FRESHNESS_LOW,{BLACK}Cargo age period factor: {ORANGE}Low ({COMMA}),{BLACK}货物贬值周期因子：{ORANGE}较低（{COMMA}）
STR_FRESHNESS_MEDIUM,{BLACK}Cargo age period factor: {YELLOW}Medium ({COMMA}),{BLACK}货物贬值周期因子：{YELLOW}一般（{COMMA}）
STR_FRESHNESS_HIGH,{BLACK}Cargo age period factor: {GREEN}High ({COMMA}),{BLACK}货物贬值周期因子：{GREEN}较高（{COMMA}）
STR_FRESHNESS_VERY_HIGH,{BLACK}Cargo age period factor: {BLUE}Very high ({COMMA}),{BLACK}货物贬值周期因子：{BLUE}很高（{COMMA}）
STR_FRESHNESS_EXTREMELY_HIGH,{BLACK}Cargo age period factor: {WHITE}Extremely High ({COMMA}),{BLACK}货物贬值周期因子：{WHITE}极高（{COMMA}）
STR_DECAY_BOXCAR,"{BLACK}Cargo Age Period Factor: {YELLOW}185{BLACK}, Passengers {RED}80{BLACK}, Livestock {BLUE}560",{BLACK}货物贬值周期因子：{YELLOW}185{BLACK}，棚代客{RED}80{BLACK}，装载活禽/畜{BLUE}560
STR_DECAY_BOXCAR_NOPASS,"{BLACK}Cargo Age Period Factor: {YELLOW}185{BLACK}, Livestock {BLUE}560{BLACK}, {RED}Unrefittable to Passengers",{BLACK}货物贬值周期因子：{YELLOW}185{BLACK}，装载活禽/畜{BLUE}560{BLACK}，棚代客{RED}不可用
STR_DECAY_BOXCAR_POST,"{BLACK}Cargo Age Period Factor: {YELLOW}200{BLACK}, {RED}Unrefittable to Passengers",{BLACK}货物贬值周期因子：{YELLOW}200{BLACK}，棚代客{RED}不可用
STR_CAFE_EFFECT,"{BLACK}Cafe Effect: {GOLD}Attaching Restaurant Car Halves Running Costs of Non-Commuter Passenger Cars except Restaurant Cars, and Increases Cargo Age Period by 1/4",{BLACK}餐车的作用：{GOLD}加挂餐车使除餐车外的所有非通勤客车运行费用减半，货物贬值周期增加1/4
STR_AIR_CONDITIONER_EFFECT,{BLACK}Air Conditioner Effect: {GOLD}Attaching Air Conditioner Generator Car Increases Cargo Age Period of Most Passenger Cars Hauled by Locomotives without Electricity Supply by 1/4,{BLACK}空调发电车的作用：{GOLD}加挂空调发电车可使大部分非机供机车牵引客车的货物贬值周期增加1/4
STR_AIR_CONDITIONER_NEED_POWER,{BLACK}Air Conditioner: {YELLOW}Requires external power supply,{BLACK}空调：{YELLOW}需要外部电源
STR_NO_AIR_CONDITIONER,{BLACK}Air Conditioner: {RED}Unavailable,{BLACK}空调：{RED}不可用
STR_SELF_AIR_CONDITIONER,{BLACK}With Air Conditioner Compartment {RED}ONLY USED BY ITSELF,{BLACK}自带空调发电机{RED}但仅用于本车厢
STR_DESC_PENGDAIKE,"{BLACK}Passengers in Boxcars (Peng Dai Ke): From 1980s to 2008, to handle huge traffic amounts during the Spring Festival period, temporary trains where passengers crowding in boxcars had to be operated. This reflected a severe lack of railway transport resources at that time.",{BLACK}棚代客：从20世纪80年代至2008年，为适应春运期间极大的客流量，部分铁路局曾开行使用棚车装载旅客的临客列车，内部极度拥挤。该现象反映了当时铁路运输资源的严重缺乏。
# Can Attach,,
STR_ATTACH_ALL_CRH_CR,{BLACK}Matching MUs: {GOLD}Most of CRH (Hexie/Harmony) and CR (Fuxing/Revival) Series MUs,{BLACK}匹配的动车组：{GOLD}大部分和谐/复兴号动车
STR_ATTACH_SLEEPER_MU,{BLACK}Matching MUs: {GOLD}Part of CRH (Hexie/Harmony) and CR (Fuxing/Revival) Series Sleeper-Refit-Available MUs,{BLACK}匹配的动车组：{GOLD}部分提供卧铺的和谐/复兴号动车
STR_ATTACH_CR200J,{BLACK}Matching MUs: {GOLD}CR200J Series,{BLACK}匹配的动车组：{GOLD}CR200J系列动车
STR_ATTACH_CARGO_MU,{BLACK}Matching MUs: {GOLD}Cargo Series,{BLACK}匹配的动车组：{GOLD}货运动车
STR_NZJ1_XINSHUGUANG_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: {GOLD}ZE{BLACK}, equivalent to Double-Decker Hard Seat, Capacity: 136, Comfort: {YELLOW}200{BLACK}; {GOLD}ZY{BLACK}, equivalent to Double-Decker Soft Seat, Capacity: 108, Comfort: {YELLOW}240",{BLACK}匹配的车厢：{GOLD}二等座{BLACK}实为双层硬座，载客量：136，舒适度：{YELLOW}200{BLACK}；{GOLD}一等座{BLACK}实为双层软座，载客量：108，舒适度：{YELLOW}240
STR_NDJ3_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: {GOLD}ZE, ZY, ZEC{BLACK}, Second Class Capacity: 114, Comfort: 200",{BLACK}匹配的车厢：{GOLD}二等座、一等座、二等/餐车合造{BLACK}，二等座载客量：114，舒适度：{YELLOW}200
STR_X2000_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: {GOLD}ZY{BLACK}, equivalent to Soft Seat",{BLACK}匹配的车厢：{GOLD}一等座{BLACK}实为软座
STR_DJJ1_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: {GOLD}ZY{BLACK}, equivalent to Soft Seat",{BLACK}匹配的车厢：{GOLD}一等座{BLACK}实为软座
STR_DJJ2_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: {GOLD}ZE, ZY, ZEC",{BLACK}匹配的车厢：{GOLD}二等座、一等座、二等/餐车合造
STR_DJF1_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: {GOLD}ZE{BLACK}, equivalent to Hard Seat, {GOLD}ZY{BLACK}, equivalent to Soft Seat",{BLACK}匹配的车厢：{GOLD}二等座{BLACK}实为硬座 ，{GOLD}一等座{BLACK}实为软座
STR_DJF3_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: {GOLD}ZY{BLACK}, equivalent to Soft Seat",{BLACK}匹配的车厢：{GOLD}一等座{BLACK}实为软座
STR_CR200J_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: {GOLD}ZE, ZY, ZS, SW, ZEC, WE, WY, WG",{BLACK}匹配的车厢：{GOLD}二等座、一等座、商务座、商务座 (复兴号智能动车组标准) 、二等/餐车合造、二等卧、一等卧、高级软卧
STR_CRH_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: {GOLD}ZE, ZY, ZS, SW, ZEC",{BLACK}匹配的车厢：{GOLD}二等座、一等座、商务座、商务座 (复兴号智能动车组标准) 、二等/餐车合造
STR_CRH_SLEEPER_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: {GOLD}ZE, WY, WG, ZEC",{BLACK}匹配的车厢：{GOLD}二等座、一等卧、高级软卧、二等/餐车合造
STR_CR_SLEEPER_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: {GOLD}ZE, ZS, WY, ZEC (As 1st-Class Sleeper with Restaurant Wagon)",{BLACK}匹配的车厢：{GOLD}二等座、商务座 (特等座)、一等卧、二等/餐车合造 (实为软卧/餐车合造车)
STR_CRH_LSLEEPER_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: {GOLD}WY, ZEC(As 1st-Class Sleeper with Restaurant Wagon)",{BLACK}匹配的车厢：{GOLD}一等卧、二等/餐车合造 (实为软卧/餐车合造车)
STR_CARGOMU_CAN_ATTACH_WAGON,{BLACK}Matching Wagons: {GOLD}Cargo MU Wagom,{BLACK}匹配的车厢：{GOLD}动车组货运车厢
STR_CRH5E_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: {GOLD}WY, ZEC(As 1st-Class Sleeper with Restaurant Wagon)",{BLACK}匹配的车厢：{GOLD}二等座、一等卧、高级软卧、二等/餐车合造 (实为软卧/餐车合造车)
STR_CJ1_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: Only {GOLD}ZE{BLACK}, with standing places, Comfort: {ORANGE}160",{BLACK}匹配的车厢：仅有{GOLD}二等座{BLACK}带站席，舒适度：{ORANGE}160
STR_CRH6A_COMFORT_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: {GOLD}ZE{BLACK} (with standing places, Comfort: {ORANGE}160{BLACK}), {GOLD}ZY",{BLACK}匹配的车厢：{GOLD}二等座、一等座、二等/餐车合造
STR_CRH6A_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: Only {GOLD}ZE{BLACK}, with standing places, Comfort: {ORANGE}160",{BLACK}匹配的车厢：仅有{GOLD}二等座{BLACK}带站席，舒适度：{ORANGE}160
STR_CRH6F_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: Only {GOLD}ZE{BLACK}, with standing places (Crowded), Comfort: {RED}128",{BLACK}匹配的车厢：仅有{GOLD}二等座{BLACK}带站席 (拥挤)，舒适度：{RED}128
STR_NC3_CAN_ATTACH_WAGON,"{BLACK}Matching Wagons: Only {GOLD}ZE{BLACK}, Comfort: 185",{BLACK}匹配的车厢：仅有{GOLD}二等座{BLACK}，舒适度：{YELLOW}185
# Consist,,
STR_NJ2_CONSIST,{BLACK}Consist: {GOLD}2 to 4 sections,{BLACK}构成：{GOLD}2-4节重联
STR_HXN3QZ_CONSIST,{BLACK}Consist: {GOLD}2 to 4 sections,{BLACK}构成：{GOLD}2-4节重联
STR_DF11G_CONSIST,"{BLACK}Consist: {GOLD}2 sections joint together (Normal), or one section at head, another section at back (""Splitting Pig"", max speed 120 km/h, power 4133 hpM)","{BLACK}构成：{GOLD}两节重联 (普通)，或一节在头部提供动力，另一节在尾部供电 (“拆猪”，最高速度 120 km/h, 功率 4133 公制马力)"
STR_NC3_CONSIST,{BLACK}Consist: {GOLD}2 to 16 cars; cabs are powered,{BLACK}构成：{GOLD}2-16节；控制车带动力
STR_NZJ1_XINSHUGUANG_CONSIST,"{BLACK}Consist: {GOLD}One section at front, another section at back, at least 4 wagons at middle",{BLACK}构成：{GOLD}头尾各一节，中间加挂至少四节车厢
STR_JINLUN_LOCOMOTIVE_CONSIST,"{BLACK}Consist: {GOLD}One section at front, another section at back. Only can attach ""{BLUE}JIN{WHITE}LUN{GOLD}"" 25DT Series coaches.","{BLACK}构成：{GOLD}头尾各一节，仅可挂载""{BLUE}金{WHITE}轮{RED}号{GOLD}""25DT车厢"
STR_NDJ3_CONSIST,"{BLACK}Consist: {GOLD}One section at front, another section at back, at least 4 wagons at middle",{BLACK}构成：{GOLD}头尾各一节，中间加挂至少四节车厢
STR_NYJ1_CONSIST,"{BLACK}Consist: {GOLD}One section at front, with 2 to 16 wagons attached.",{BLACK}构成：{GOLD}头部一节，2-16 节车厢
STR_X2000_CONSIST,"{BLACK}Consist: {GOLD}One section at front, with wagons attached. At least 4 wagons",{BLACK}构成：{GOLD}头部一节，至少四节车厢
STR_DJJ1_CONSIST,"{BLACK}Consist: {GOLD}One section at front, with wagons attached; or one section at front, another section at back. At least 4 wagons",{BLACK}构成：{GOLD}头部一节，或头尾各一节，中间加挂至少四节车厢
STR_DJJ2_CONSIST,"{BLACK}Consist: {GOLD}One section at front, another section at back, MU Wagins in Middle",{BLACK}构成：{GOLD}头尾各一节，中间加挂拖车车厢
STR_DJF1_CONSIST,{BLACK}Consist: {GOLD}4 to 16 cars; with 14-car standard consist (M-T-M-T-…...-T-M-T-M),{BLACK}构成：{GOLD}4-16节；14 节标准编组时为 (M-T-M-T-…...-T-M-T-M)
STR_DJF3_CONSIST,{BLACK}Consist: {GOLD}4 to 12 cars; with 9-car standard consist (M-T-M-M-T-M-M-T-M),{BLACK}构成：{GOLD}4-12节；9 节标准编组时为 (M-T-M-M-T-M-M-T-M)
STR_CR400_CONSIST,{BLACK}Consist: {GOLD}4 to 24 cars; with 8-car standard consist T-M-T-M-M-T-M-T. Will run as coupled when cars more than 12,{BLACK}构成：{GOLD}4-24节；8 节标准编组时为 T-M-T-M-M-T-M-T。大于12节时以重联方式运行
STR_CR400_AB_CONSIST,{BLACK}Consist: {GOLD}4 to 24 cars; with 16-car standard consist 2*(T-M-T-M-M-T-M-T),{BLACK}构成：{GOLD}4-24节；16 节标准编组时为 2*(T-M-T-M-M-T-M-T)
STR_CR400_Z_CONSIST,{BLACK}Consist: {GOLD}4 to 24 cars; with 8-car standard consist T-M-T-M-M-T-M-T. Will run as coupled when cars more than 12. {RED}Intelligent {YELLOW}EMUs {GOLD}have lower running costs,{BLACK}构成：{GOLD}4-24节；8 节标准编组时为 T-M-T-M-M-T-M-T。大于12节时以重联方式运行。智能动车运行费用更低
STR_CR400_AB_Z_CONSIST,{BLACK}Consist: {GOLD}4 to 24 cars; with 16-car standard consist 2*(T-M-T-M-M-T-M-T). {RED}Intelligent {YELLOW}EMUs {GOLD}have lower running costs,{BLACK}构成：{GOLD}4-24节；16 节标准编组时为 2*(T-M-T-M-M-T-M-T)。智能动车运行费用更低
STR_CR200J_CONSIST,"{BLACK}Consist: {GOLD}4 to 24 cars; One section at front, with wagons attached; or one section at front, another section at back. Will run as coupled when cars more than 12",{BLACK}构成：{GOLD}4-24节：动力车头部一节，或头尾各一节；当有两辆机车时节数超过11将重联运行
STR_CR200JL_CONSIST,"{BLACK}Consist: {GOLD}4 to 24 cars; One section at front, another section at back.",{BLACK}构成：{GOLD}4-24节：动力车头尾各一节
STR_CR200JSG_CONSIST,"{BLACK}Consist: {GOLD}4 to 15cars; Electric-side or Diesel-side at front, another section at back.",{BLACK}构成：{GOLD}4-15节：电力或内燃端一端在前，另一端在后
STR_CRH1A_CONSIST,{BLACK}Consist: {GOLD}4 to 24 cars; with a standard 8-car consist 5 motorised cars. Will run as coupled when cars more than 12,{BLACK}构成：{GOLD}4-24节：其中8节标准编组为5M3T。大于12节时以重联方式运行
STR_CRH1B_CONSIST,"{BLACK}Consist: {GOLD}4 to 24 cars; with a standard 8-car consist 5 motorised cars, and a standard 16-car consist 10 motorised cars",{BLACK}构成：{GOLD}4-24节：其中8节标准编组为5M3T，16节标准编组为10M6T
STR_CRH1E_CONSIST,"{BLACK}Consist: {GOLD}4 to 24 cars; with a standard 8-car consist 5 motorised cars, and a standard 16-car consist 10 motorised cars",{BLACK}构成：{GOLD}4-24节：其中8节标准编组为5M3T，16节标准编组为10M6T
STR_CRH1AA_CONSIST,{BLACK}Consist: {GOLD}4 to 24 cars; with a standard 8-car consist 5 motorised cars. Will run as coupled when cars more than 12,{BLACK}构成：{GOLD}4-24节：其中8节标准编组为5M3T。大于12节时以重联方式运行
STR_CRH2A_CONSIST,{BLACK}Consist: {GOLD}4 to 24 cars; half of which (ceiling up) are motorised cars. Will run as coupled when cars more than 12,{BLACK}构成：{GOLD}4-24节：半数车厢为动力车。大于12节时以重联方式运行
STR_CRH2B_CONSIST,{BLACK}Consist: {GOLD}4 to 24 cars; half of which (ceiling up) are motorised cars,{BLACK}构成：{GOLD}4-24节：半数车厢为动力车
STR_CRH2C_CONSIST,"{BLACK}Consist: {GOLD}4 to 24 cars; with head and cab trailers, all middle cars motorised. Will run as coupled when cars more than 12",{BLACK}构成：{GOLD}4-24节：头尾拖车，中间全为动力车。大于12节时以重联方式运行
STR_CRH2E_CONSIST,{BLACK}Consist: {GOLD}4 to 24 cars; half of which (ceiling up) are motorised cars,{BLACK}构成：{GOLD}4-24节：半数车厢为动力车
STR_CRH2G_CONSIST,{BLACK}Consist: {GOLD}4 to 24 cars; half of which (ceiling up) are motorised cars. Will run as coupled when cars more than 12,{BLACK}构成：{GOLD}4-24节：半数 (向上取整) 车厢为动力车。大于12节时以重联方式运行
STR_CRH2A4020_CONSIST,{BLACK}Consist: {GOLD}4 to 12 cars; half of which (ceiling up) are motorised cars,{BLACK}构成：{GOLD}4-12节：半数 (向上取整) 车厢为动力车
